id,detailCode,duration,endTime,eventDescription,eventDetails,eventNumber,firstName,gameId,hexValue,lastName,period,playerId,shiftNumber,startTime,teamAbbrev,teamId,teamName,typeCode
13680072,0,00:45,05:35,,,221,Brian,2023020573,#9CDBD9,Dumoulin,1,8475208,3,04:50,SEA,55,Seattle Kraken,517
13680073,0,00:40,07:44,,,242,Brian,2023020573,#9CDBD9,Dumoulin,1,8475208,4,07:04,SEA,55,Seattle Kraken,517
13680074,0,00:39,10:06,,,310,Brian,2023020573,#9CDBD9,Dumoulin,1,8475208,5,09:27,SEA,55,Seattle Kraken,517
13680163,0,00:46,11:29,,,324,Brian,2023020573,#9CDBD9,Dumoulin,1,8475208,6,10:43,SEA,55,Seattle Kraken,517
13680164,0,00:45,15:16,,,412,Brian,2023020573,#9CDBD9,Dumoulin,1,8475208,7,14:31,SEA,55,Seattle Kraken,517
13680234,0,01:15,18:03,,,437,Brian,2023020573,#9CDBD9,Dumoulin,1,8475208,8,16:48,SEA,55,Seattle Kraken,517
13680235,0,00:35,20:00,,,519,Brian,2023020573,#9CDBD9,Dumoulin,1,8475208,9,19:25,SEA,55,Seattle Kraken,517
13680293,0,00:36,02:06,,,545,Brian,2023020573,#9CDBD9,Dumoulin,2,8475208,10,01:30,SEA,55,Seattle Kraken,517
13680294,0,01:01,06:04,,,583,Brian,2023020573,#9CDBD9,Dumoulin,2,8475208,11,05:03,SEA,55,Seattle Kraken,517
13680384,0,00:49,09:56,,,1191109,Brian,2023020573,#9CDBD9,Dumoulin,2,8475208,12,09:07,SEA,55,Seattle Kraken,517
13680385,0,00:28,13:00,,,1191138,Brian,2023020573,#9CDBD9,Dumoulin,2,8475208,13,12:32,SEA,55,Seattle Kraken,517
13680442,0,00:21,16:14,,,1191170,Brian,2023020573,#9CDBD9,Dumoulin,2,8475208,14,15:53,SEA,55,Seattle Kraken,517
13680443,0,00:51,18:16,,,1191234,Brian,2023020573,#9CDBD9,Dumoulin,2,8475208,15,17:25,SEA,55,Seattle Kraken,517
13680550,0,01:14,02:38,,,1191276,Brian,2023020573,#9CDBD9,Dumoulin,3,8475208,16,01:24,SEA,55,Seattle Kraken,517
13680551,0,00:59,05:43,,,1191319,Brian,2023020573,#9CDBD9,Dumoulin,3,8475208,17,04:44,SEA,55,Seattle Kraken,517
13680552,0,00:33,08:22,,,1191401,Brian,2023020573,#9CDBD9,Dumoulin,3,8475208,18,07:49,SEA,55,Seattle Kraken,517
13680644,0,00:30,11:09,,,1191429,Brian,2023020573,#9CDBD9,Dumoulin,3,8475208,19,10:39,SEA,55,Seattle Kraken,517
13680645,0,00:30,15:58,,,1191531,Brian,2023020573,#9CDBD9,Dumoulin,3,8475208,20,15:28,SEA,55,Seattle Kraken,517
13680706,0,00:06,20:00,,,1191575,Brian,2023020573,#9CDBD9,Dumoulin,3,8475208,21,19:54,SEA,55,Seattle Kraken,517
13680008,0,00:41,00:41,,,54,Mark,2023020573,#B9975B,Stone,1,8475913,1,00:00,VGK,54,Vegas Golden Knights,517
13680009,0,00:47,03:49,,,187,Mark,2023020573,#B9975B,Stone,1,8475913,2,03:02,VGK,54,Vegas Golden Knights,517
13680075,0,00:46,06:21,,,227,Mark,2023020573,#B9975B,Stone,1,8475913,3,05:35,VGK,54,Vegas Golden Knights,517
13680076,0,00:34,08:43,,,303,Mark,2023020573,#B9975B,Stone,1,8475913,4,08:09,VGK,54,Vegas Golden Knights,517
13680165,0,01:10,12:39,,,332,Mark,2023020573,#B9975B,Stone,1,8475913,5,11:29,VGK,54,Vegas Golden Knights,517
13680166,0,00:47,16:03,,,422,Mark,2023020573,#B9975B,Stone,1,8475913,6,15:16,VGK,54,Vegas Golden Knights,517
13680236,0,00:33,18:24,,,447,Mark,2023020573,#B9975B,Stone,1,8475913,7,17:51,VGK,54,Vegas Golden Knights,517
13680237,0,00:11,20:00,,,525,Mark,2023020573,#B9975B,Stone,1,8475913,8,19:49,VGK,54,Vegas Golden Knights,517
13680295,0,00:44,00:44,,,531,Mark,2023020573,#B9975B,Stone,2,8475913,9,00:00,VGK,54,Vegas Golden Knights,517
13680296,0,00:57,04:08,,,559,Mark,2023020573,#B9975B,Stone,2,8475913,10,03:11,VGK,54,Vegas Golden Knights,517
13680297,0,00:21,07:35,,,1191090,Mark,2023020573,#B9975B,Stone,2,8475913,11,07:14,VGK,54,Vegas Golden Knights,517
13680386,0,01:16,11:12,,,1191116,Mark,2023020573,#B9975B,Stone,2,8475913,12,09:56,VGK,54,Vegas Golden Knights,517
13680444,0,01:04,15:32,,,1191158,Mark,2023020573,#B9975B,Stone,2,8475913,13,14:28,VGK,54,Vegas Golden Knights,517
13680445,0,01:37,18:16,,,1191176,Mark,2023020573,#B9975B,Stone,2,8475913,14,16:39,VGK,54,Vegas Golden Knights,517
13680508,0,00:48,00:48,,,1191263,Mark,2023020573,#B9975B,Stone,3,8475913,15,00:00,VGK,54,Vegas Golden Knights,517
13680553,0,00:56,03:55,,,1191296,Mark,2023020573,#B9975B,Stone,3,8475913,16,02:59,VGK,54,Vegas Golden Knights,517
13680554,0,00:47,07:41,,,1191389,Mark,2023020573,#B9975B,Stone,3,8475913,17,06:54,VGK,54,Vegas Golden Knights,517
13680555,0,01:01,10:55,,,1191422,Mark,2023020573,#B9975B,Stone,3,8475913,18,09:54,VGK,54,Vegas Golden Knights,517
13680646,0,00:48,13:48,,,1191507,Mark,2023020573,#B9975B,Stone,3,8475913,19,13:00,VGK,54,Vegas Golden Knights,517
13680647,0,01:07,15:47,,,1191523,Mark,2023020573,#B9975B,Stone,3,8475913,20,14:40,VGK,54,Vegas Golden Knights,517
13680707,0,03:15,19:54,,,1191549,Mark,2023020573,#B9975B,Stone,3,8475913,21,16:39,VGK,54,Vegas Golden Knights,517
13680010,0,00:55,02:18,,,165,William,2023020573,#B9975B,Karlsson,1,8476448,1,01:23,VGK,54,Vegas Golden Knights,517
13680077,0,00:37,04:50,,,210,William,2023020573,#B9975B,Karlsson,1,8476448,2,04:13,VGK,54,Vegas Golden Knights,517
13680078,0,00:39,07:43,,,241,William,2023020573,#B9975B,Karlsson,1,8476448,3,07:04,VGK,54,Vegas Golden Knights,517
13680079,0,01:10,10:43,,,314,William,2023020573,#B9975B,Karlsson,1,8476448,4,09:33,VGK,54,Vegas Golden Knights,517
