ENTITYID,COORDSX,COORDSY,COORDSZ,VELX,VELY,VELZ,ACCELX,ACCELY,ACCELZ,CLOCKSTATE,TIME,TEAM,JERSEYNUM
2002,69.9049287740451,21.880397198585836,3.3365941433894584,-0.39871439055188534,-0.46070695925057575,-0.6796845620724948,0.691614434809509,4.6539937332418555,-1.7046094625645718,ClockStateStopped,0.12400007247924805,B,2
1005,58.01443582408285,11.360738225738917,4.045263786886856,1.0245693065529538,0.7983685149278222,-1.191194122210268,-0.7830641156398337,-1.983146528815634,2.202932852928206,ClockStateStopped,0.12800002098083496,A,5
2004,74.77078615458275,7.55219880836392,4.037057921694188,-0.20317950129392057,0.15005454194646256,-0.4337135689753685,-2.406587940735254,1.4158391559146342,-8.24208138671521,ClockStateStopped,0.1359999179840088,B,4
2001,71.78900327480554,7.407848715119563,4.257529772623245,-0.43034584748827653,0.3417405397582274,-0.18195025535443274,-1.085710438681271,0.5588407683533555,-3.6601813010288176,ClockStateStopped,0.15199995040893555,B,1
1003,66.38582303410237,7.631611044708153,4.157307417560821,0.5591941759951646,0.22782950314344577,-0.12030533054923795,0.7424058250301148,1.1045592611160466,-0.249927811318768,ClockStateStopped,0.15599989891052246,A,3
2006,70.42247219448498,2.9237614233360127,4.059850441700304,-0.37943544796543155,0.22694265127924815,0.07596735049751484,-2.108856101138496,-0.4436372209790598,1.0043686862127965,ClockStateStopped,0.17199993133544922,B,6
1004,59.49104175447961,32.8315187378557,4.686284562410066,-0.025931711590914473,0.03348290694038677,-0.05411720028906933,-0.0037581398194415617,0.448638729514406,-0.8507868380603263,ClockStateStopped,0.17600011825561523,A,4
1001,66.8597305899104,22.47175228344883,3.4035195877048157,0.15490028125899963,0.017813251272302412,-0.2993667847802434,0.3087218890123586,0.6413843187045968,9.938474142436286,ClockStateStopped,0.18400001525878906,A,1
2005,86.02589004934103,3.4294656323817594,5.366549190505681,-0.7786815264118289,0.709172968441933,0.0676659126775035,-5.50817176549829,5.392210620723242,1.9477085428768024,ClockStateStopped,0.20000004768371582,B,5
2003,71.17980951837787,33.70901704635018,4.033535832805264,-0.04399634291730385,-0.2661103693398812,-0.10011388166284114,-0.8054675679218006,0.6015705444683896,-2.1209741742017565,ClockStateStopped,0.20399999618530273,B,3
1002,32.62139808913433,6.093129000769388,4.086595384773633,-0.6656815599313464,-0.152027413282151,0.026226187089926734,1.3040304274469552,2.1221143754936365,1.1344395088409127,ClockStateStopped,0.20799994468688965,A,2
2002,69.86653746553404,21.895032853629942,3.2682878519176324,-0.4172967970363523,0.1590831938086717,-0.7424596283403104,-0.20198266242892982,6.736848931099663,-0.682337620239051,ClockStateStopped,0.21600008010864258,B,2
1005,58.10474354610541,11.404045808926586,4.0486801274743645,0.9816055927554563,0.47073456082879966,0.03713413374127286,-0.4669968503760239,-3.561238336184025,13.351392979222787,ClockStateStopped,0.2200000286102295,A,5
2004,74.77066897941896,7.564098477980339,4.018651069549181,-0.0012205721492946201,0.12395464063643748,-0.19173765460969944,2.103734581916537,-0.27187342101219275,2.5205773332130894,ClockStateStopped,0.23200011253356934,B,4
2001,71.74553486141906,7.441854453373884,4.26735760476922,-0.4939589111337535,0.38642858415507175,0.11167983571126118,-0.7228752375391931,0.5078183451211246,3.3367033383379643,ClockStateStopped,0.24000000953674316,B,1
1003,66.47281659721267,7.6416943418442695,4.119834860525577,0.9455821293052008,0.10960104673833496,-0.4073103687794824,4.199868709430226,-1.2850918108765041,-3.1196197220590745,ClockStateStopped,0.247999906539917,A,3
2006,70.38606669413687,2.9474025516712588,4.046201342331767,-0.39571192748986345,0.25696876494271653,-0.14835976344175397,-0.1769182410288352,0.3263707736245325,-2.438337992785068,ClockStateStopped,0.26399993896484375,B,6
1004,59.4811661544621,32.81684191995387,4.69715911565861,-0.10734346954938007,-0.15953061613812497,0.11820165594279425,-0.8849103392079943,-2.0979729029592256,1.8730308906714341,ClockStateStopped,0.26800012588500977,A,4
1001,66.89532004921749,22.47943716622168,3.4415856985623465,0.40442540220798445,0.08732815465144778,0.4325691509166515,2.835510832857339,0.7899415530867409,8.31744822618655,ClockStateStopped,0.2720000743865967,A,1
2005,85.93480003119157,3.509551591860566,5.350001887311389,-1.0844066277183178,0.9534057299615872,-0.19699200438529538,-3.6395900764081945,2.9075372985797947,-3.1506942821125214,ClockStateStopped,0.2839999198913574,B,5
2003,71.17077063490125,33.674993394259104,4.0087919840777175,-0.10760561395973556,-0.40504294384177586,-0.2945692397674421,-0.7572522294104697,-1.6539570420342606,-2.3149416906113163,ClockStateStopped,0.28800010681152344,B,3
1002,32.55344471347695,6.080700335886858,4.096903403979434,-0.7721969318076156,-0.1412347333139785,0.11713650317927371,-1.2104011398625398,0.12264400814205872,1.0330710796149878,ClockStateStopped,0.29600000381469727,A,2
2002,69.82935135947278,21.915245707110603,3.1986193045244464,-0.4225702480022922,0.22969198479902625,-0.7916896515435722,-0.059925701250739837,0.802374259643802,-0.5594332216417688,ClockStateStopped,0.3039999008178711,B,2
1005,58.17122074477231,11.444527290105336,4.108199601423223,0.7225781864572643,0.4400160632792804,0.6469507501414803,-2.8155150523643133,-0.3338966848053232,6.6284409329262655,ClockStateStopped,0.312000036239624,A,5
2004,74.7697750003845,7.571822963270051,3.999456407851765,-0.010642623744100157,0.09195829811047411,-0.22850822498834128,-0.11216745153510363,-0.38090941908662346,-0.4377455514187885,ClockStateStopped,0.31599998474121094,B,4
2001,71.69942008134133,7.472343770297078,4.273200677987136,-0.5240312396921751,0.34646927769573727,0.06639851468087694,-0.3417307767344318,-0.45408272284566603,-0.5145601205178685,ClockStateStopped,0.3280000686645508,B,1
1003,66.60122836982964,7.675414700968014,4.07514174538762,1.459223708366732,0.3831856416683842,-0.5078759671405013,5.83683220389136,3.108913762577209,-1.14279012261755,ClockStateStopped,0.3359999656677246,A,3
1006,-81.10060860867297,0.5908986118554396,4.321190559212187,-0.0018542708651570043,-0.015016717451614611,-0.024955661658369974,-0.025095336606133386,-0.13424742512079318,-0.2871091679166403,ClockStateStopped,0.34400010108947754,A,6
2006,70.34694849804754,2.9657318266303134,4.037060973727413,-0.4445246568814208,0.20828707549427894,-0.10386775526002125,-0.5546897340223802,-0.5532006447601852,0.5055906623552876,ClockStateStopped,0.35199999809265137,B,6
1004,59.478950432923746,32.820057440453,4.696755888202967,-0.024083990181307212,0.034951397451413735,-0.004382918121448256,0.9049966112119868,2.1139402333052324,-1.3324443649781628,ClockStateStopped,0.3599998950958252,A,4
1001,66.95525562500274,22.483105246307176,3.4910727192619833,0.6514735958141017,0.03987043240553722,0.5379023543018201,2.685306229552789,-0.5158447642426884,1.1449260288051764,ClockStateStopped,0.3640000820159912,A,1
2005,85.89017039440367,3.5686869416210607,5.360301225950897,-0.48510470746573564,0.6427754875707276,0.11194932375437731,6.514150766886477,-3.376415398161462,3.3580576360839793,ClockStateStopped,0.37599992752075195,B,5
2003,71.15046218596709,33.62276301385374,3.999268642467208,-0.22074399184800184,-0.567721479065119,-0.10351457413865063,-1.2297648750641834,-1.7682448014424563,2.0766809759236193,ClockStateStopped,0.38000011444091797,B,3
1002,32.50102649084311,6.061836081317542,4.0995904055880485,-0.5956612206102001,-0.21436638516252415,0.03053408867273566,2.0060862793401353,-0.8310409398967821,-0.9841176854297372,ClockStateStopped,0.3840000629425049,A,2
2002,69.80269177195608,21.930488460182417,3.1647498740839466,-0.3029496545904008,0.1732129867057886,-0.3848796327660336,1.3593240117959404,-0.6418063652799357,4.622838016355247,ClockStateStopped,0.3919999599456787,B,2
1005,58.206969659385855,11.501815013349805,4.134437609517782,0.3723846973926388,0.5967473898249126,0.2733127092137429,-3.6478505113775763,1.6326187309063918,-3.892064704883293,ClockStateStopped,0.40799999237060547,A,5
2004,74.78416634657137,7.566287680839377,4.017323233456446,0.14990992461740082,-0.057659218334664475,0.18611285176322262,1.6724231430110716,-1.558516508497169,4.31897152313131,ClockStateStopped,0.4119999408721924,B,4
2001,71.64780582191068,7.505751703837772,4.255519800814733,-0.5865252812579106,0.3796353533373626,-0.20091892377849044,-0.7101590860862005,0.37688696996733034,-3.0376961232619935,ClockStateStopped,0.4160001277923584,B,1
1003,66.76722476213354,7.744909962013185,4.012318664316487,1.8863213723846435,0.7897183448960995,-0.7138981688625008,4.853379284639031,4.61968670540646,-2.341159810163098,ClockStateStopped,0.4240000247955322,A,3
2006,70.30053109412633,2.9866206501010293,4.027712238744112,-0.527470144693839,0.23737283449296095,-0.106235553429837,-0.9425617281910192,0.33051976654287324,-0.026906779305419078,ClockStateStopped,0.440000057220459,B,6
1004,59.47199900046873,32.816030562977204,4.700250671667844,-0.07899349754893256,-0.045759940569429704,0.039713421780787475,-0.6239712553815114,-0.9171736794360745,0.5010944349275044,ClockStateStopped,0.4479999542236328,A,4
1001,67.02436796465575,22.507468521129425,3.43015412077686,0.7512210208875628,0.26481818262877327,-0.6621586242744987,1.0842110521911659,2.4450840387904917,-13.044139989754656,ClockStateStopped,0.45600008964538574,A,1
2005,85.85959886298045,3.597593885731351,5.364496255381097,-0.3474035327501247,0.32848778054009314,0.04767075694923222,1.564785024923898,-3.5714488165760896,-0.7304377683631961,ClockStateStopped,0.46399998664855957,B,5
2003,71.1756560653006,33.58799546340064,4.0280371897147385,0.27384649178512305,-0.3779081257597151,0.3127015745848546,5.37598307193075,2.063188451788318,4.524088197907081,ClockStateStopped,0.4720001220703125,B,3
1002,32.42783409321597,6.040969698449981,4.098200187979574,-0.7955694734502775,-0.22680849062118627,-0.015111059708542337,-2.1729156115439885,-0.13524026550935625,-0.496142876043568,ClockStateStopped,0.4760000705718994,A,2
2002,69.79677755236338,21.947438617114123,3.1480941950384116,-0.06720699566925406,0.1926152902589374,-0.18926895289178142,2.678892051410601,0.2204805740524525,2.2228471413883413,ClockStateStopped,0.48000001907348633,B,2
1005,58.23587322942508,11.551705702056914,4.108483251188643,0.3440896663557952,0.5939359881216066,-0.308980049379097,-0.3368451639635257,-0.0334690238185041,-6.932047520555011,ClockStateStopped,0.49200010299682617,A,5
2004,74.80121362516144,7.565682445117102,4.020831109007254,0.20294352546660355,-0.00720517768087144,0.04176036822638178,0.6313515595853065,0.6006425500830681,-1.7184796836658103,ClockStateStopped,0.4960000514984131,B,4
2001,71.59110942510637,7.544235842819754,4.264872410390611,-0.6442785490626217,0.43732065215385224,0.10627987080542738,-0.6562884712633802,0.6555160948235911,3.490902505346831,ClockStateStopped,0.5039999485015869,B,1
1003,66.86766856974134,7.772484340920808,3.910711917294325,1.0462901407033827,0.28723324487774576,-1.0584040984719876,-8.75032932864188,-5.234222183734831,-3.588605073313222,ClockStateStopped,0.5199999809265137,A,3
1006,-81.10104045326113,0.584597135389787,4.321135587297649,-0.0023991388889065784,-0.0350082359734144,-0.0003053998164665516,-0.0030270474632039432,-0.11106409770675407,0.13694602972359696,ClockStateStopped,0.5239999294281006,A,6
2006,70.24631584924649,3.0261907272552517,4.014383091083468,-0.6160819142303291,0.44965966553218467,-0.15146748528071688,-1.006951249973526,2.412348731844682,-0.5139988802187838,ClockStateStopped,0.5280001163482666,B,6
1004,59.47205198182515,32.81072081994716,4.698748893903945,0.0006020604639443575,-0.06033794843632073,-0.017065644941416408,0.9044943696830436,-0.16565906899810756,-0.6452162337725289,ClockStateStopped,0.5360000133514404,A,4
1001,67.03307991953133,22.491553016458774,3.317830816156538,0.09899968892397741,-0.18085837610101585,-1.2764037894061584,-7.411621145441575,-5.064516667623746,-6.980072915844521,ClockStateStopped,0.5439999103546143,A,1
2005,85.85321906784581,3.629181434244106,5.3342281738585156,-0.0724976232728292,0.35894917373723995,-0.3439552407416112,3.123928690525464,0.3461519628402288,-4.450292438122822,ClockStateStopped,0.5520000457763672,B,5
2003,71.12070298269674,33.51722352753276,3.998954422097631,-0.6244681200594333,-0.8042281824837823,-0.33048666898087875,-10.20814138716024,-4.844555969411868,-7.308972204511348,ClockStateStopped,0.559999942779541,B,3
1002,32.3658345977029,6.023813821007259,4.0957562710429665,-0.6739075040387444,-0.18647691326104243,-0.02656431232541662,1.322412601329626,0.43838667408172766,-0.1244918659464861,ClockStateStopped,0.568000078201294,A,2
2002,69.78768878535479,21.958320453791927,3.132263953914608,-0.09879093755301,0.11828082364557367,-0.17206782403293547,-0.34330368765822455,-0.8079832657493545,0.18696877643899334,ClockStateStopped,0.5720000267028809,B,2
1005,58.28961029628266,11.600957977992108,4.091128638795741,0.5840985043615328,0.5353507809868647,-0.18863707558386023,2.6087915011112823,-0.6367956769171355,1.3080756936457745,ClockStateStopped,0.5840001106262207,A,5
2004,74.81063246734246,7.563623718941091,4.0034416411302995,0.10237871086883266,-0.02237745657917747,-0.18901593950953735,-1.0930957201968736,-0.16491606130539493,-2.508437919544093,ClockStateStopped,0.5880000591278076,B,4
2001,71.54336864948753,7.5874196988688745,4.257816728269941,-0.5425084493352152,0.49072530720010105,-0.08017815204444532,1.1564776289479513,0.6068706723104141,-2.1188397450854985,ClockStateStopped,0.5920000076293945,B,1
1003,67.0107180065445,7.857919236435431,3.940984944949991,1.625560689628562,0.9708504330723302,0.34401144676162876,6.582615451244991,7.768371918952093,15.93652957888138,ClockStateStopped,0.6080000400543213,A,3
1006,-81.1063013649576,0.5876557869097472,4.307512895001705,-0.05718381804553875,0.033246209416432186,-0.1480727300678114,-0.5954855936243222,0.7418960840177029,-1.606166499970293,ClockStateStopped,0.6159999370574951,A,6
2006,70.19862909699961,3.0765504818796887,4.004076359008256,-0.5183342205684659,0.5473885918281897,-0.11202968717927446,1.0624748429980808,1.0622708499078433,0.42867168294496766,ClockStateStopped,0.6200001239776611,B,6
1004,59.47178851998787,32.8017320157163,4.695101689329209,-0.002993882502994288,-0.10214543399118814,-0.041445478683585044,-0.040862960804560915,-0.4750847439107735,-0.277043379104557,ClockStateStopped,0.624000072479248,A,4
1001,67.09973215790387,22.53458614739797,3.293571585765842,0.7574112907780871,0.48901252301088993,-0.2756728873950302,7.481944993898926,7.612164193424157,11.371934427427012,ClockStateStopped,0.6319999694824219,A,1
2005,85.839784667739,3.655822368769414,5.314878690331216,-0.15266353500178467,0.3027376889214997,-0.21988034688927613,-0.9109756575563869,-0.6387664437145549,1.4099410282456046,ClockStateStopped,0.6400001049041748,B,5
2003,71.1437741816186,33.4719808956366,4.007969760308978,0.26217253886553854,-0.5141204715607066,0.1024469562941225,10.075455263470356,3.296676318157188,4.919696981637552,ClockStateStopped,0.6480000019073486,B,3
1002,32.29860140043727,6.006524655286676,4.087396826385001,-0.7003461248867358,-0.1800955585541492,-0.08707758831222352,-0.27540242635026524,0.06647247523932806,-0.6303469129115347,ClockStateStopped,0.6640000343322754,A,2
2002,69.78647314642389,21.949359280175145,3.1422790521634316,-0.012662911316778701,-0.0933456011641918,0.10432398776473294,0.8971673499383584,-2.2044429324636807,2.879082688543753,ClockStateStopped,0.6679999828338623,B,2
1005,58.332193195338476,11.632522986485352,4.104657957434118,0.48389756607027107,0.35869400913374516,0.15374257048865017,-1.1386493459156974,-2.007467406517041,3.8906857231426737,ClockStateStopped,0.6719999313354492,A,5
2004,74.81068914944329,7.560656056447057,4.003018571141747,0.0006161097405748152,-0.03225719834708469,-0.004598586450738249,-1.1061151379268377,-0.10738848857171816,2.0045362800587063,ClockStateStopped,0.6800000667572021,B,4
2001,71.48971042948587,7.640017320125541,4.250431699546,-0.5832414733900653,0.5717132271178299,-0.0802720446903755,-0.4427502247492813,0.8803034043646399,-0.0010205721537371853,ClockStateStopped,0.6840000152587891,B,1
1003,67.01666159748814,7.8846258205522,3.9226356170928787,0.06754076079667481,0.3034837065050325,-0.20851494918273292,-17.704760022593668,-7.58370770635554,-6.278704826117167,ClockStateStopped,0.6960000991821289,A,3
2006,70.15058550036389,3.1358919191809385,3.9864458419598914,-0.5719484491233714,0.7064467569017487,-0.20988742702826602,-0.6382655966710878,1.8935524649415991,-1.164974865760442,ClockStateStopped,0.7039999961853027,B,6
1004,59.47713808436805,32.79969647851955,4.683438090542033,0.060790463474722556,-0.0231310889665488,-0.13254080625373327,0.7248216263704905,0.8978896810726251,-1.0351734813932927,ClockStateStopped,0.7120001316070557,A,4
1001,67.06927462790355,22.53122956462562,3.2384435540869947,-0.3172660824840732,-0.03496441985631443,-0.5742505924026801,-11.194561087047585,-5.458095649046912,-3.11018584842136,ClockStateStopped,0.7279999256134033,A,1
2005,85.76779572127751,3.7436428574239464,5.198333881616753,-0.7824884836040723,0.9545704496928049,-1.266791294017533,-6.845922786652628,7.0851381164781655,-11.379465872932851,ClockStateStopped,0.7320001125335693,B,5
2003,71.08057038735899,33.382185801719416,3.952022609656466,-0.6583731577269933,-0.9353659890705212,-0.5827830856107661,-9.589022054724149,-4.387976145896057,-7.137816198269581,ClockStateStopped,0.7439999580383301,B,3
1002,32.245501770077354,5.994853190792224,4.0834845108401865,-0.6321394183631408,-0.13894621727044332,-0.0465752559140078,0.8119858367759526,0.48987385578382403,0.4821713573336979,ClockStateStopped,0.747999906539917,A,2
2002,69.78119327306854,21.947793336614087,3.1476347510429123,-0.062855552403292,-0.01864216069935962,0.0637582360255719,-0.5975306545708957,0.8893255009775362,-0.48292497994042405,ClockStateStopped,0.752000093460083,B,2
1005,58.35976505062252,11.66255632741121,4.106112529461425,0.313316326799284,0.3412877357529791,0.016529216476941045,-1.9384218710949044,-0.19779842824293914,-1.5592416115587622,ClockStateStopped,0.7599999904632568,A,5
2001,71.4291427133699,7.6883118136663295,4.252453339894387,-0.6583446857956268,0.5249401036501501,0.021974349790616465,-0.816339197580301,-0.5084034737920557,1.1113737608900334,ClockStateStopped,0.7760000228881836,B,1
1003,67.09340095587942,7.941183521407847,3.9801425768339875,0.8720399402271916,0.6427024555257514,0.6534895102925832,9.142054755870078,3.854766365281301,9.79552517866571,ClockStateStopped,0.7839999198913574,A,3
1006,-81.1090834528519,0.5873195456806264,4.314790530132637,-0.015807306960229667,-0.0019104602454439834,0.04135017182410249,0.23509365502366064,-0.1997536706811531,1.0762657648718394,ClockStateStopped,0.7920000553131104,A,6
2006,70.09889033729328,3.1933879403098455,3.9864577631413196,-0.5619038998219357,0.6249566995746286,0.0001295780482568431,0.10917987465716722,-0.8857614192314868,2.2827933441325197,ClockStateStopped,0.7960000038146973,B,6
1001,67.09024219567881,22.507843199089336,3.200356424540168,0.23826765553425508,-0.26575397525946093,-0.43280799949816423,6.3128791449048265,-2.6226068219790326,1.6073011121400556,ClockStateStopped,0.8159999847412109,A,1
2005,85.6809932602907,3.8230681376698374,4.971526125416257,-0.9435049324829524,0.8633181919488687,-2.465301493388459,-1.750178647022573,-0.9918722845277306,-13.02728369544173,ClockStateStopped,0.8240001201629639,B,5
2003,71.05658412742628,33.305698260273275,3.9456451851733814,-0.272570952456701,-0.8691760233371449,-0.0724706840687738,4.384113023264783,0.7521581961353533,5.799000666588597,ClockStateStopped,0.8320000171661377,B,3
1002,32.18316197003692,5.984373051757794,4.0845102340373165,-0.6776064659859407,-0.11391454527533218,0.011149164261615652,-0.4942069983945617,0.2720833686878236,0.6274392977026252,ClockStateStopped,0.8399999141693115,A,2
2002,69.76932000463165,21.961956618623525,3.131051524910059,-0.1290572549158457,0.15394870472720157,-0.18025244301778875,-0.719583663288761,1.8759875121077425,-2.652289769652126,ClockStateStopped,0.8440001010894775,B,2
1005,58.387331353022525,11.689554519388881,4.112919582162615,0.31325322588667537,0.30679742997059567,0.07735281963053162,-0.000717055343303722,-0.3919350296377773,0.6911768441570353,ClockStateStopped,0.8480000495910645,A,5
2004,74.81748770502702,7.560437866391229,4.000913447106015,0.038628183098893105,-0.001239717072701293,-0.011960940187466913,0.2159778369934961,0.17623580938295788,-0.04183158388258958,ClockStateStopped,0.8559999465942383,B,4
2001,71.38843727227832,7.7543838990839715,4.2478167140906375,-0.4625615197877984,0.7508186479929705,-0.052688894186034035,2.2248072097710874,2.5667999156087364,-0.8484453842038073,ClockStateStopped,0.8640000820159912,B,1
1003,67.11112534638295,7.950700988759712,4.013471287171372,0.20141339311816794,0.10815296542064554,0.3787350902682834,-7.620751096712714,-6.074421942475612,-3.1222072206253624,ClockStateStopped,0.871999979019165,A,3
1006,-81.1124492003119,0.5874769711713028,4.313236668838162,-0.04006848310048575,0.001874115835406134,-0.018498376886028817,-0.2888239648779966,0.045054545696152005,-0.7124838066680629,ClockStateStopped,0.875999927520752,A,6
2006,70.05969259245977,3.2342939061206106,3.982491164793281,-0.46663920489266414,0.4869751421255424,-0.04722134671571052,1.134102017474422,-1.6426354253635373,-0.5637007429033877,ClockStateStopped,0.880000114440918,B,6
1004,59.47717879254448,32.7977525657356,4.6812413219017515,0.0002312966148935825,-0.011044966540604361,-0.0124816485233728,-0.3440864102629083,0.06867119703226708,0.682154771023293,ClockStateStopped,0.8880000114440918,A,4
1001,67.12584254376402,22.471254296474292,3.1382580091740184,0.4045491382398561,-0.41578270489459457,-0.7056633368389053,1.8895610338636335,-1.7048707821575229,-3.1006267500849893,ClockStateStopped,0.9040000438690186,A,1
2005,85.62489602538423,3.870911464321081,4.666271780066033,-0.6374698772606842,0.5436752741727617,-3.4688064463091766,3.477678167475794,-3.6323132842767953,-11.403488607511221,ClockStateStopped,0.9119999408721924,B,5
2003,71.04639496493677,33.20615993470193,3.9375784243824947,-0.11578585958348028,-1.1311165760329727,-0.09166767466793191,1.7816475855489207,-2.9765951897304546,-0.21814747387018457,ClockStateStopped,0.9200000762939453,B,3
1002,32.12072449985458,5.98282607501509,4.086075862034764,-0.6503889963483859,-0.016114308413252666,0.01630859192310211,0.2835147341654983,1.0187504027566288,0.05374392922529838,ClockStateStopped,0.9360001087188721,A,2
2002,69.77311309095415,21.972251661122378,3.1347336289310856,0.03951133391485728,0.10724007503510763,0.03835526774619603,1.755923602722376,-0.48654844829684213,2.277164694385052,ClockStateStopped,0.940000057220459,B,2
1005,58.40774370691871,11.709824191306048,4.114772403324032,0.21262878358333168,0.21114251228938552,0.019300229251037606,-1.0481717529751018,-0.9964058478391331,-0.6047147594555938,ClockStateStopped,0.9440000057220459,A,5
2004,74.81068914944329,7.560656056447057,4.003018571141747,-0.07081831969227496,0.0022728141201403596,0.02192838539280103,-1.140068258383788,0.03658888331208389,0.35301396944421165,ClockStateStopped,0.9519999027252197,B,4
2001,71.34832298203986,7.799367047139429,4.244736637468438,-0.4360248577375848,0.4889472209248547,-0.03347909094320322,0.28844195488669705,-2.846428319039034,0.2088021918456143,ClockStateStopped,0.9560000896453857,B,1
1003,67.12556467446308,7.955591742852523,4.035512605792029,0.1640831633892259,0.05557671371229189,0.2504693614880966,-0.42420687098317933,-0.5974570043412595,-1.457564120427453,ClockStateStopped,0.9600000381469727,A,3
1006,-81.11224990023584,0.5843786094739973,4.320144777650408,0.0021663049949398197,-0.03367784174308634,0.07508813303662466,0.45907374557577,-0.38643428945905245,1.0172445887140562,ClockStateStopped,0.9679999351501465,A,6
2006,70.01963296792405,3.278270226742592,3.981715244239061,-0.435430665365681,0.4780034453815688,-0.008433918368198288,0.33922322759690565,-0.09751843478224963,0.4216024470754438,ClockStateStopped,0.9720001220703125,B,6
1004,59.47713808436805,32.79969647851955,4.683438090542033,-0.00040708215250363094,0.019439146378119155,0.021967707352855616,-0.006383793762032287,0.3048414199066679,0.34449388729725666,ClockStateStopped,0.9879999160766602,A,4
1001,67.17643798786597,22.40971441263876,3.0867894182402473,0.5749478421197575,-0.699316391891903,-0.5848699585419626,1.936347606680825,-3.2219715510135725,1.372651103807867,ClockStateStopped,0.9920001029968262,A,1
2005,85.56139443673968,3.8881156963230623,4.417006553112834,-0.721608477016234,0.19550250502666675,-2.832557493980502,-0.95611980934411,-3.9565060818927784,7.230096873055657,ClockStateStopped,1.0,B,5
2003,71.00912986466247,33.11464029818049,3.9188624584342486,-0.423467911343017,-1.0399979884486545,-0.21268186454706442,-3.4963940753491802,1.0354406048779885,-1.3751640503790457,ClockStateStopped,1.0079998970031738,B,3
1002,32.06777049920575,5.971549293028654,4.08427755684848,-0.6017512333781215,-0.1281455109289049,-0.02043532784260246,0.5527029780091781,-1.2730844405448152,-0.41754539349704883,ClockStateStopped,1.0239999294281006,A,2
